"","ParksID","InspectionID","NextToAnotherGarden","TotalFenceLength","TotalSidewalkArea","TotalSidewalkLength","OnSiteService","HydrantW_in15ft","HydrantOnGardenSide","RainHarvesting","RainGallons","SolarPanels","CompostSystem","CompostTumblers","NonFoodPlants","Food","OpenLawnOrCommunalArea","PavedArea","TreesInGarden","FruitTrees","StreetTrees","EmptyTreePits","Murals","BlankShed","ParksSign","Chickens","Pond","FishInPond","Turtles","Aquaponics","FarmersMarket","CSApickup","Composting","Greenhouse","StructureForSeasonExtension","assemblydist","borough","communityboard","congressionaldist","coundist","gardenname","juris","multipolygon","openhrsf","openhrsm","openhrssa","openhrssu","openhrsth","openhrstu","openhrsw","policeprecinct","statesenatedist","status","zipcode"
"185","M314-GT001",377,"false",0,564,47,"false","true","true","true",150,"false","false","false","true","false","false","false","true","false","false","false","false","false","true","false","false","","false","false","false","true","false","false","false",65,"M",103,10,2,"Miracle Garden","DPR","MULTIPOLYGON (((-73.98336005373025 40.72275143132884, -73.98350618488237 40.72281299496878, -73.98369533898335 40.722553809376144, -73.9835492105929 40.72249224237245, -73.98336005373025 40.72275143132884)))","9:00 a.m. - 3:00 p.m.","9:00 a.m. - 3:00 p.m.","9:00 a.m. - 3:00 p.m.","","9:00 a.m. - 3:00 p.m.","9:00 a.m. - 3:00 p.m.","9:00 a.m. - 3:00 p.m.",9,27,"Active",10009
"186","M315-GT001",124,"false",0,300,25,"false","true","true","false",NA,"false","false","false","true","false","false","false","true","false","false","false","false","false","true","false","false","","false","false","false","false","false","false","false",74,"M",103,10,2,"Creative Little Garden","DPR","MULTIPOLYGON (((-73.98246335106579 40.72475260087837, -73.98254046016072 40.72478496879133, -73.98271184496731 40.72454933230269, -73.98263473606178 40.72451696450347, -73.98246335106579 40.72475260087837)))","1:00 p.m. - 2:00 p.m.","1:00 p.m. - 2:00 p.m.","1:00 p.m. - 4:00 p.m.","1:00 p.m. - 4:00 p.m.","1:00 p.m. - 2:00 p.m.","1:00 p.m. - 2:00 p.m.","1:00 p.m. - 2:00 p.m.",9,27,"Active",10009
"187","M316-GT001",158,"true",201,315,21,"false","false","false","false",NA,"false","false","true","true","true","true","false","true","false","false","false","true","true","true","false","false","","false","false","false","false","true","false","false",70,"M",110,13,9,"Edward P. Bowman Park","DPR","MULTIPOLYGON (((-73.94302004725591 40.80965500478419, -73.94301467564806 40.80965274277984, -73.94302713224074 40.8096355512261, -73.94296819036964 40.80961066293651, -73.94295570410173 40.80962789589217, -73.94278220887301 40.80986774129258, -73.94284686459022 40.80989403278316, -73.94302004725591 40.80965500478419)))","9:00 a.m.- 3:00 p.m.","9:00 a.m.- 3:00 p.m.","9:00 a.m.- 3:00 p.m.","9:00 a.m.- 3:00 p.m.","9:00 a.m.- 3:00 p.m.","9:00 a.m.- 3:00 p.m.","9:00 a.m.- 3:00 p.m.",32,30,"Active",10027
"188","M319A-GT001",499,"false",0,600,30,"false","false","true","true",110,"false","false","true","true","true","true","true","true","true","false","false","false","false","true","false","false","","false","false","true","false","true","false","false",71,"M",109,13,9,"Sugar Hill Garden","DPR","MULTIPOLYGON (((-73.94210829113439 40.82624337650603, -73.94241771604716 40.82637306230351, -73.94246964744113 40.82630203732694, -73.94216022275748 40.82617235166727, -73.94210829113439 40.82624337650603)))","","","11:00 a.m. - 6:00 p.m.","11:00 a.m. - 6:00 p.m.","10:00 a.m. - 1:00 p.m.","10:00 a.m. - 1:00 p.m.","",30,30,"Active",10031
"189","M319B-GT001",155,"false",0,800,50,"false","false","true","false",NA,"false","false","false","true","false","true","true","true","true","true","false","false","true","true","false","false","","false","false","false","false","false","false","false",71,"M",109,13,9,"Edgecombe Avenue Garden Park Sanctuary","DPR","MULTIPOLYGON (((-73.94187403533974 40.82654626189426, -73.94219207935048 40.82668165727299, -73.94223301599115 40.82662567057145, -73.94227683548424 40.826565741127865, -73.94195879185588 40.826430345079814, -73.94187403533974 40.82654626189426)))","","","12:00 p.m. - 5:00 p.m.","12:00 p.m. - 5:00 p.m.","","","",30,30,"Active",10031
"190","M320-GT001",113,"false",0,2936,177,"false","false","true","false",NA,"true","false","true","true","true","true","false","true","false","true","true","true","false","true","true","false","","false","false","false","false","true","false","false",69,"M",109,13,7,"Gatehouse Garden","DPR","MULTIPOLYGON (((-73.95955535979222 40.808627989189205, -73.95977438698957 40.80831620623915, -73.9596095354233 40.80824692191194, -73.95938348156362 40.80855575114513, -73.95955535979222 40.808627989189205)))","","","11:00 a.m. - 3:00 p.m.","11:00 a.m. - 3:00 p.m.","","2:30 p.m. - 6:00 p.m.","2:30 p.m. - 6:00 p.m.",26,30,"Active",10027
"191","M322-GT001",557,"false",180,3200,180,"false","true","true","true",1000,"false","false","false","true","true","true","false","true","true","true","false","true","false","true","false","false","","false","false","false","false","false","false","false",71,"M",109,13,7,"William A. Harris Garden","DPR","MULTIPOLYGON (((-73.9423600036684 40.82970039942439, -73.94207543730145 40.82958649550921, -73.94195596876061 40.82985284148213, -73.94198737599957 40.8298674786224, -73.94205501803519 40.829825907059885, -73.94212649770738 40.82978822121819, -73.94220142717985 40.82975462350728, -73.94227940322386 40.82972529741972, -73.9423600036684 40.82970039942439)))","9:00 a.m. - 4:00 p.m.","9:00 a.m. - 12:00 p.m.","12:00 p.m. - 7:00 p.m.","7:00 a.m. - 4:00 p.m.","9:00 a.m. - 4:00 p.m.","9:00 a.m. - 4:00 p.m.","9:00 a.m. - 4:00 p.m.",30,30,"Active",10032
"192","M323-GT001",136,"false",0,1216,76,"false","false","false","true",120,"false","false","false","true","true","true","false","true","true","true","true","true","false","true","false","false","","false","false","false","false","false","false","false",68,"M",111,13,8,"Diamante Garden / Dimantis Garden","DPR","MULTIPOLYGON (((-73.93657830542347 40.797795251576815, -73.93644487610355 40.79773918411221, -73.93631890921533 40.79768625165307, -73.93613883768198 40.79792967957114, -73.93613975446817 40.79793006639343, -73.9362656196344 40.79798313946785, -73.93639893894911 40.79803935565935, -73.93648927433165 40.79791641612068, -73.93653410374795 40.79785540494233, -73.93657830542347 40.797795251576815)))","1:30p - 5:00p","1:30p - 5:00p","1:30p - 6:00p","","1:30p - 5:00p","1:30p - 5:00p","1:30p - 5:00p",25,29,"Active",10035
"193","M324-GT001",148,"false",0,576,48,"true","true","false","false",NA,"false","false","false","true","true","false","false","true","true","true","false","false","false","true","false","true","false","false","true","false","false","false","false","false",74,"M",103,10,2,"Earth People","DPR","MULTIPOLYGON (((-73.97907998292061 40.72507011730287, -73.9789232295896 40.725005848195025, -73.97875922976267 40.72522889577999, -73.97883854245339 40.72526228865455, -73.97891501125314 40.725294484176956, -73.97907998292061 40.72507011730287)))","1:00 p.m. - 4:00 p.m.","1:00 p.m. - 4:00 p.m.","","12:00 p.m. - 5:00 p.m.","","1:00 p.m. - 4:00 p.m.","1:00 p.m. - 4:00 p.m.",9,27,"Active",10009
"194","M325-GT001",328,"false",0,3942,328.5,"true","true","true","true",1000,"true","true","true","true","true","true","true","true","true","true","false","true","false","true","false","true","true","true","false","false","false","true","true","false",74,"M",103,10,2,"La Plaza Cultural-Armando Perez","DPR","MULTIPOLYGON (((-73.97855546935693 40.72514310612978, -73.97854753652436 40.725153893651786, -73.97851156223724 40.725202818808064, -73.97827654006477 40.72510387719307, -73.97815672604649 40.72526682506365, -73.9788066621449 40.72555092657119, -73.97888462248584 40.72558375364383, -73.97897178709509 40.72562045633485, -73.97914138712258 40.72538979296773, -73.97905422035318 40.725353094005534, -73.97899378205307 40.72532764721522, -73.97897625901396 40.725320269747996, -73.9786805503268 40.72519576861808, -73.97855546935693 40.72514310612978)))","","","10:00a - 6:00p","10:00a - 6:00p","","","",9,27,"Active",10009
"195","M325-GT002",204,"true",15,180,15,"false","false","true","true",100,"false","true","false","true","true","false","true","true","true","false","false","false","false","true","false","false","","false","false","false","false","true","false","false",74,"M",103,10,2,"Flower Door Garden","DPR","MULTIPOLYGON (((-73.97857996532287 40.725109790951336, -73.9783450025868 40.725010766638995, -73.97831257249705 40.72505487017416, -73.97854753652436 40.725153893651786, -73.97857996532287 40.725109790951336)))","11:00 a.m. - 1:00 p.m.","11:00 a.m. - 1:00 p.m.","11:00 a.m. - 5:00 p.m.","11:00 a.m. - 5:00 p.m.","11:00 a.m. - 1:00 p.m.","11:00 a.m. - 1:00 p.m.","11:00 a.m. - 1:00 p.m.",9,27,"Active",10009
"196","M325-GT003",320,"true",0,600,50,"false","false","false","true",NA,"false","false","false","true","true","true","false","true","false","true","false","false","false","true","false","false","","false","false","false","false","false","false","false",74,"M",103,10,2,"La Casita Garden","DPR","MULTIPOLYGON (((-73.97855546935693 40.72514310612978, -73.9786805503268 40.72519576861808, -73.97884447573178 40.72497282558953, -73.97871940215536 40.72492015517443, -73.97857996532287 40.725109790951336, -73.97855546935693 40.72514310612978)))","1:00p - 4:00p","1:00p - 4:00p","1:00p - 6:00p","","1:00p - 4:00p","1:00p - 4:00p","1:00p - 4:00p",9,27,"Active",10009
"197","M326-GT001",347,"false",389,4368,364,"false","true","true","false",NA,"false","true","false","true","false","false","false","true","true","true","false","false","false","true","false","true","true","false","false","false","false","true","false","false",66,"M",103,10,2,"Liz Christy Garden","DPR","MULTIPOLYGON (((-73.99154946616487 40.72406989843571, -73.99161943462782 40.72409105921303, -73.99161902143643 40.724091849830046, -73.99186724739198 40.724166919671475, -73.99183385009329 40.72423083815314, -73.99205344420389 40.72429724896245, -73.99229874790154 40.72437143517071, -73.99234628103464 40.72423626560562, -73.99132369280964 40.723927007748586, -73.99128010311134 40.72398825709443, -73.9915495407541 40.72406974355359, -73.99154946616487 40.72406989843571)))","","","12:00 p.m. - 5:00 p.m.","12:00 p.m. - 5:00 p.m.","6:00 p.m. - 8:00 p.m.","6:00 p.m. - 8:00 p.m.","",9,27,"Active",10003
"198","M327-GT001",359,"false",0,1082,65,"true","true","true","false",NA,"false","false","false","false","true","true","true","true","true","false","false","false","false","true","false","false","","false","false","false","false","false","false","false",68,"M",111,13,8,"Maggie's Magic Garden","DPR","MULTIPOLYGON (((-73.94926571140716 40.78892704281202, -73.94934658346982 40.78896108940131, -73.94952841716429 40.78871209332831, -73.94944754649599 40.7886780468658, -73.94935313033099 40.788807336254536, -73.94903928441714 40.78867520878997, -73.94895186510259 40.78879491511185, -73.94926571140716 40.78892704281202)))","","","9 to 4 p.m.","","2 to 4 p.m.","2 to 4 p.m.","2 to 4 p.m.",23,29,"Active",10029
"199","M328-GT001",558,"false",128,900,60,"true","true","true","true",800,"false","true","true","true","true","true","false","true","false","true","false","true","false","true","false","false","","false","false","false","false","true","false","false",70,"M",110,13,9,"William B. Washington Memorial Garden","DPR","MULTIPOLYGON (((-73.95170578661595 40.81137847633005, -73.95154656631405 40.81131138008069, -73.95142092037813 40.81148318178208, -73.95158014096506 40.81155027730258, -73.95170578661595 40.81137847633005)))","8:00 a.m. - 10:00 a.m.","","10:00 a.m. - 4:00 p.m.","12:00 p.m. - 4:00 p.m.","3:00 p.m. - 7:00 p.m.","","10:00 a.m. - 2:00 p.m.",28,30,"Active",10027
"200","M329-GT001",228,"true",200,600,50,"true","true","false","false",NA,"false","false","false","true","false","true","false","true","true","true","false","false","false","true","false","false","","false","false","false","false","false","false","false",65,"M",103,10,2,"Garden of the Humanitarians","DPR","MULTIPOLYGON (((-73.98142360703135 40.722417898067874, -73.98125313392995 40.72265148599739, -73.98127152746254 40.72265957646593, -73.98133010820676 40.722685345051744, -73.98135590793906 40.7226966929495, -73.98140273092484 40.7227172888687, -73.9815748554401 40.722481438003896, -73.98156066074104 40.7224756886802, -73.98150136734259 40.72245068733045, -73.98142360703135 40.722417898067874)))","9:00a - 5:00p","9:00a - 5:00p","9:00a - 5:00p","9:00a - 5:00p","9:00a - 5:00p","9:00a - 5:00p","9:00a - 5:00p",9,27,"Active",10009
"201","M330-GT001",188,"false",0,238,17,"false","false","false","false",NA,"false","false","false","true","true","true","true","true","true","true","false","false","false","true","false","false","","false","false","false","false","false","false","false",68,"M",111,13,8,"Family Community Garden Manhattan","DPR","MULTIPOLYGON (((-73.94366336049531 40.795231597135675, -73.94372116571898 40.79525612617903, -73.94390156719611 40.79500852618152, -73.943843762121 40.794983997227696, -73.94366336049531 40.795231597135675)))","1:00 p.m.- 2:30 p.m.","9:30 a.m. - 1:00 p.m.","1:00 p.m.- 2:30 p.m.","8:00 a.m. - 2:30 p.m.","8:00 a.m. - 9:30 a.m.","9:30 a.m. - 1:00 p.m.","8:00 a.m. - 9:30 a.m.",23,29,"Active",10029
"202","M331-GT001",122,"true",0,170,17,"false","false","false","true",60,"false","false","false","true","true","true","true","true","false","true","false","false","false","true","true","false","","false","false","false","false","false","false","false",68,"M",111,13,8,"Corozal Family","DPR","MULTIPOLYGON (((-73.94072706885471 40.79872521825261, -73.94067609780619 40.79870336482273, -73.94049734060971 40.79895734773068, -73.94054234956228 40.79897591043977, -73.94072576380826 40.79872698976464, -73.94072706885471 40.79872521825261)))","","","","","","","",25,30,"Active",10035
"203","M331-GT002",5,"true",0,160,10,"false","false","false","true",60,"false","false","false","true","false","true","false","true","false","false","true","false","false","true","false","false","","false","false","false","false","false","false","false",68,"M",111,13,8,"117th Street Community Garden","DPR","MULTIPOLYGON (((-73.94061798296347 40.79867844779276, -73.94043480761961 40.798931557545664, -73.94049734060971 40.79895734773068, -73.94067609780619 40.79870336482273, -73.94061798296347 40.79867844779276)))","12:00 p.m. - 4:00 p.m.","12:00 p.m. - 4:00 p.m.","12:00 p.m. - 4:00 p.m.","","12:00 p.m. - 4:00 p.m.","12:00 p.m. - 4:00 p.m.","12:00 p.m. - 4:00 p.m.",25,30,"Active",10035
"204","M332-GT001",476,"false",0,1620,135,"false","true","false","false",NA,"false","false","false","true","true","false","false","true","true","true","false","false","false","true","false","false","","false","false","false","false","false","false","false",74,"M",103,10,2,"Secret Garden","DPR","MULTIPOLYGON (((-73.98023261302485 40.72240368422086, -73.98019077994753 40.72246140869178, -73.9804810068557 40.722583922139854, -73.98052283975848 40.722526197564434, -73.98023261302485 40.72240368422086)))","10:00 a.m. - 12:00 p.m.","10:00 a.m. - 12:00 p.m.","10:00 a.m. - 3:00 p.m.","10:00 a.m. - 3:00 p.m.","10:00 a.m. - 12:00 p.m.","10:00 a.m. - 12:00 p.m.","10:00 a.m. - 12:00 p.m.",9,27,"Active",10009
"205","M333-GT001",67,"false",254,1710,114,"false","true","true","false",NA,"false","false","true","true","true","true","true","true","true","true","false","false","false","true","false","false","","false","false","false","false","true","false","false",71,"M",110,13,9,"Bradhurst Community Garden of Love","DPR","MULTIPOLYGON (((-73.93951043703012 40.82768922386976, -73.9391985262859 40.82755499769705, -73.93919634822079 40.827554060033506, -73.93912848337362 40.82764667529553, -73.93944392744012 40.82777929612685, -73.93951043703012 40.82768922386976)))","","","","","","","",32,30,"Active",10039
"206","M334-GT001",69,"true",115,300,25,"false","true","true","true",150,"false","false","false","true","true","false","true","true","true","false","false","false","false","true","false","false","","false","false","false","false","false","false","false",65,"M",103,10,2,"Brisas Del Caribe","DPR","MULTIPOLYGON (((-73.98159266398763 40.722186248449255, -73.98151261296726 40.72215166956703, -73.98134309403451 40.72238394935095, -73.98142360703135 40.722417898067874, -73.98159266398763 40.722186248449255)))","","","9:00 a.m. to 2:00 p.m.","","11:00 a.m. to 4:00 p.m.","11:00 a.m. - 4:00 p.m.","11:00 a.m. to 4:00 p.m.",9,27,"Active",10009
"207","M335-GT001",111,"false",151,1452,121,"false","true","true","false",NA,"false","false","false","true","true","true","false","true","false","false","false","false","true","true","false","false","","false","false","false","false","false","false","false",65,"M",103,10,1,"Clinton Community Garden (LES)","DPR","MULTIPOLYGON (((-73.98434445491532 40.72012974120805, -73.98443401552986 40.72015698116338, -73.98457038462759 40.719891174450126, -73.98448088352004 40.71986381844216, -73.98434445491532 40.72012974120805)))","12:00 p.m. - 7:00 p.m.","12:00 p.m. - 7:00 p.m.","1:00 p.m. - 6:00 p.m.","1:00 p.m. - 6:00 p.m.","12:00 p.m. - 7:00 p.m.","12:00 p.m. - 7:00 p.m.","12:00 p.m. - 7:00 p.m.",7,27,"Active",10002
"208","M336-GT001",132,"false",100,600,50,"true","true","true","false",NA,"false","false","false","true","true","true","false","true","true","false","false","false","false","true","false","false","","false","false","false","true","false","false","false",74,"M",103,10,2,"De Colores Community Yard & Cultural Center","DPR","MULTIPOLYGON (((-73.97967744772207 40.72553721211601, -73.97974056004357 40.72556378285254, -73.97986547916527 40.725393885005246, -73.97980236932386 40.72536730893396, -73.97973756355526 40.72534001932632, -73.97961263828728 40.725509926040125, -73.97967744772207 40.72553721211601)))","","","12:00 p.m. - 5:00 p.m.","12:00 p.m. - 5:00 p.m.","","","",9,27,"Active",10009
"209","M337-GT001",137,"false",0,624,52,"false","true","false","true",1000,"false","true","false","true","true","true","false","true","false","false","false","true","false","true","false","false","","false","false","false","false","true","false","false",74,"M",103,12,2,"Dias Y Flores","DPR","MULTIPOLYGON (((-73.98010990824021 40.72899320199237, -73.98002874884347 40.72895895240697, -73.97995270614703 40.72892686217429, -73.97977199782912 40.72917653171079, -73.97979039320009 40.72918390650441, -73.97984894192213 40.72920737861697, -73.97985084868863 40.72920814348249, -73.97985443494375 40.72920967587509, -73.97992846807212 40.72924130025813, -73.97992989665755 40.72924191105197, -73.98010990824021 40.72899320199237)))","","","12:00 p.m. - 5:00 p.m.","12:00 p.m. - 5:00 p.m.","","12:00 p.m. - 2:30 p.m.","12:00 p.m. - 2:30 p.m.",9,27,"Active",10009
"210","M338-GT001",392,"false",150,300,20,"false","false","true","false",NA,"false","false","false","true","true","true","true","true","true","false","false","false","true","true","false","false","","false","false","false","false","false","false","false",68,"M",111,13,8,"Neighbors of Vega Baja","DPR","MULTIPOLYGON (((-73.94037943201938 40.79187891896799, -73.94029353926409 40.79184260594603, -73.94027605540872 40.79186662314222, -73.94026422087956 40.791861619231284, -73.94010438496912 40.79208120707743, -73.94020211368455 40.79212252235695, -73.94037943201938 40.79187891896799)))","11:00a - 9:00p","11:00a - 9:00p","11:00a - 9:00p","11:00a - 9:00p","11:00a - 9:00p","11:00a - 9:00p","11:00a - 9:00p",23,29,"Active",10029
"211","M339-GT001",172,"false",0,240,20,"false","true","true","true",250,"false","true","false","true","true","false","false","true","false","false","false","false","false","true","false","false","","false","false","false","false","true","false","false",74,"M",103,12,2,"El Sol Brillante Jr.","DPR","MULTIPOLYGON (((-73.9794029871419 40.72869487696943, -73.97947984123952 40.72872731170512, -73.97966174194968 40.72847598048334, -73.97958488686906 40.728443547668746, -73.9794029871419 40.72869487696943)))","Garden closed due to construction next door","Garden closed due to construction next door","Garden closed due to construction next door","Garden closed due to construction next door","Garden closed due to construction next door","Garden closed due to construction next door","Garden closed due to construction next door",9,27,"Active",10009
"212","M340-GT001",174,"false",0,690,46,"false","true","false","false",NA,"false","false","false","true","true","true","false","true","true","true","false","false","true","true","false","false","","false","false","false","false","false","false","false",70,"M",110,13,9,"Elizabeth Langley Memorial Garden","DPR","MULTIPOLYGON (((-73.94120615330576 40.81603489420312, -73.94115771945782 40.81601450205342, -73.94104909841221 40.81597663379691, -73.9408762841348 40.816210784400006, -73.94103487466855 40.81627941324659, -73.94120615330576 40.81603489420312)))","","","11:00 a.m. - 4:00 p.m.","","9:30 a.m.- 1:30 p.m.","9:30 a.m.- 1:30 p.m.","",32,30,"Active",10030
"213","M341-GT001",220,"false",0,705,47,"false","true","true","true",240,"false","true","true","true","true","true","false","true","false","true","false","true","false","true","false","false","","false","false","false","false","true","false","false",70,"M",110,13,9,"Garden of Love","DPR","MULTIPOLYGON (((-73.95606392849896 40.80453191772543, -73.95622831491741 40.80430859266121, -73.95618891865574 40.804292019326304, -73.95616858847217 40.80428346676636, -73.9561088608863 40.80425834174052, -73.95605540656489 40.80433096550367, -73.95600400177491 40.80440080207959, -73.95592522430671 40.804507816061836, -73.95592207391489 40.8045120949273, -73.95592431543892 40.80451305751687, -73.95604082975326 40.80456309949049, -73.95604094111881 40.8045631472594, -73.956044679832 40.80455806717124, -73.95606392849896 40.80453191772543)))","","","10:00 a.m. - 7:00 p.m.","10:00 a.m. - 7:00 p.m.","","","6:00 p.m. - 8.00 p.m.",28,30,"Active",10026
"214","M343-GT001",531,"false",35,420,35,"false","true","true","true",400,"false","false","false","true","true","false","false","true","true","true","false","false","false","true","false","false","","false","false","false","false","false","false","false",74,"M",103,12,2,"Vamos A Sembrar","DPR","MULTIPOLYGON (((-73.97920431929175 40.72834053791224, -73.9790131596905 40.728259921205854, -73.9789808360836 40.72830433110229, -73.97897959857058 40.72830599951908, -73.97894894375861 40.7283473137619, -73.97894763992777 40.728349070416066, -73.97895058936547 40.72835031455784, -73.97913953113179 40.7284300502677, -73.97917155160852 40.728385809568294, -73.97920431929175 40.72834053791224)))","12:00 p.m. - 5:00 p.m.","12:00 p.m. - 5:00 p.m.","12:00 p.m. - 5:00 p.m.","12:00 p.m. - 5:00 p.m.","","12:00 p.m. - 5:00 p.m.","12:00 p.m. - 5:00 p.m.",9,27,"Active",10009
"215","M344-GT001",288,"false",154,630,42,"false","true","true","false",NA,"false","true","false","true","true","true","true","true","true","true","false","false","false","true","false","false","","false","false","false","false","true","false","false",68,"M",111,13,8,"Humacao Community Garden","DPR","MULTIPOLYGON (((-73.93968582369794 40.791268913799904, -73.93953218658987 40.79120260417948, -73.93944649986419 40.79132031585806, -73.9393568469474 40.79144347341269, -73.93951123894018 40.79150874538321, -73.93968582369794 40.791268913799904)))","3:00 p.m. - 7:00 p.m.","","1:00 p.m. - 7:00 p.m.","","3:00 p.m. - 7:00 p.m.","","",23,29,"Active",10029
"216","M346-GT001",340,"false",13,299,23,"false","false","false","false",NA,"false","false","false","false","false","true","false","false","false","false","false","false","false","true","false","false","","false","false","false","false","false","false","false",68,"M",111,13,8,"Life Spire","DPR","MULTIPOLYGON (((-73.93854902279037 40.80260208330138, -73.93835981610772 40.802522200773, -73.93833661623387 40.80255456580772, -73.93852582179565 40.80263444837315, -73.93854902279037 40.80260208330138)))","","","","","","","",25,30,"Active",10035
"217","M347-GT001",381,"false",0,1200,100,"false","true","false","false",NA,"false","false","true","true","true","false","false","true","true","true","false","true","false","true","false","false","","false","false","false","false","true","false","false",69,"M",107,13,7,"Mobilization For Change Community Garden","DPR","MULTIPOLYGON (((-73.96208450745364 40.79962321649369, -73.96203692828661 40.79968890396423, -73.96226253557958 40.799783607011705, -73.96230986080619 40.799718268759726, -73.96208450745364 40.79962321649369)))","10:00 a.m. - 6:00 p.m.","10:00 am - 6:00 p.m.","10;00 a.m. - 6:00 p.m.","10:00 a.m. - 6:00 p.m.","10:00 a.m. - 6:00 p.m.","10:00 a.m. - 6:00 p.m.","10:00 a.m. - 6:00 p.m.",24,30,"Active",10025
"218","M348-GT001",387,"false",0,444,37,"false","false","true","true",275,"false","true","false","true","true","true","false","true","false","true","false","false","false","true","false","false","","false","false","false","false","true","false","false",72,"M",112,13,10,"Morris Jumel Community Garden","DPR","MULTIPOLYGON (((-73.93928783168182 40.83564112721246, -73.93916773215197 40.835590575025066, -73.93895488469579 40.83587730235307, -73.9390086039694 40.835899941279294, -73.93907494897125 40.83592789976556, -73.93928783168182 40.83564112721246)))","","","12:00 p.m. - 5:00 p.m.","12:00 p.m. - 5:00 p.m.","","5:00 p.m. - 7:00 p.m.","",33,31,"Active",10032
"219","M349-GT001",393,"false",0,780,60,"false","false","false","false",NA,"false","false","true","true","true","true","true","true","true","true","false","false","false","true","false","false","","false","false","false","false","true","false","false",70,"M",110,13,9,"West 123rd Street Community Garden","DPR","MULTIPOLYGON (((-73.94758060655117 40.806541734005556, -73.94753344530241 40.80652188267666, -73.94752009472201 40.80651626289295, -73.94747340976645 40.80649661076636, -73.94729167958153 40.80674436928777, -73.94735171527196 40.806769641291666, -73.94741491066044 40.80679624294056, -73.94747873874151 40.80682311048992, -73.94766046844514 40.80657535167683, -73.94764645084676 40.80656945064946, -73.94759664171269 40.806548485128026, -73.94758060655117 40.806541734005556)))","","","10:00 a.m. - 4 :00 p.m.","11:00 a.m. - 3:00 p.m.","","","",28,30,"Active",10027
"220","M350-GT001",422,"false",0,1200,100,"true","true","true","false",NA,"false","true","false","true","true","true","false","true","true","false","false","false","false","true","false","false","","false","false","false","false","true","false","false",65,"M",103,10,2,"Peach Tree Garden","DPR","MULTIPOLYGON (((-73.98188361586693 40.7217891203806, -73.98196297217078 40.72182258226599, -73.98214999024766 40.721560660392846, -73.98199286356382 40.721500388234226, -73.98180602655869 40.72175640344095, -73.98188361586693 40.7217891203806)))","","","1:00 p.m. - 8:00 p.m.","1:00 p.m. - 8:00 p.m.","","","12:00 p.m. - 6:00 p.m.",9,27,"Active",10009
"221","M351-GT001",313,"false",0,200,40,"false","true","true","false",NA,"false","true","false","true","true","false","false","true","false","true","false","false","false","true","true","true","false","false","false","false","true","true","false","false",70,"M",110,13,9,"Joseph Daniel Wilson Memorial Gardens","DPR","MULTIPOLYGON (((-73.95068213515991 40.80751945432169, -73.95064109627867 40.807502221933746, -73.9506046803461 40.80748693118517, -73.95042032246141 40.807740699792085, -73.95045673137162 40.80775600140121, -73.95049777036222 40.80777323295359, -73.95050794866883 40.80777749577949, -73.95053444589063 40.80778863190635, -73.95055885557458 40.80779888194211, -73.95057364616738 40.80780509181619, -73.95075800957751 40.8075513148648, -73.9507188094053 40.80753485411642, -73.95068213515991 40.80751945432169)))","","","10:00 a.m. - 7:00 p.m.","10:00 a.m. - 7:00 p.m.","10:00 a.m. - 7:00 p.m.","","",28,30,"Active",10027
"222","M354-GT001",404,"false",0,1236,103,"true","true","false","true",100,"false","false","false","true","true","true","false","true","true","true","false","true","false","true","false","false","","false","false","false","true","false","false","false",65,"M",103,10,2,"Orchard Alley","DPR","MULTIPOLYGON (((-73.97870370238988 40.72126707031345, -73.97862987857565 40.72123592061488, -73.97843742763298 40.721154716399546, -73.9784232810234 40.721173963042645, -73.97836333552765 40.72114866998574, -73.97833216604198 40.72119107182283, -73.97820327222415 40.7213664172341, -73.97826320127791 40.72139173108222, -73.97844077805262 40.72146674089799, -73.97852941037664 40.72150417813555, -73.97870370238988 40.72126707031345)))","","","","8:00a - 6:00p","","","",9,27,"Active",10009
"223","M355-GT001",462,"false",0,2550,170,"true","false","false","false",NA,"false","false","false","true","true","true","false","true","true","true","false","true","false","true","false","false","","false","false","false","false","false","false","false",71,"M",110,13,9,"Robert L. Clinkscales Playground and Community Garden  (C.G. of West 146th St.)","DPR","MULTIPOLYGON (((-73.94011007869956 40.82254521472771, -73.94007901889046 40.82253211978668, -73.94001172509859 40.822624229860494, -73.94001010265832 40.82262645054028, -73.94007611377153 40.82265422284358, -73.94009495801767 40.82266215159726, -73.94004120015782 40.82273588599107, -73.94005225929949 40.822740538300664, -73.94011845065528 40.82276838721501, -73.940058955391 40.82284870396384, -73.94015602971403 40.82289020061434, -73.94028201762298 40.82294060635953, -73.94028641981518 40.822942367308, -73.94028878998192 40.8229391168442, -73.94046643554876 40.822695452522474, -73.94041131753636 40.82267221556772, -73.94034765014813 40.82264537398086, -73.94028412737474 40.822618593667336, -73.94022886492715 40.82259529441597, -73.94015747064536 40.8225651952259, -73.94011007869956 40.82254521472771)))","8:00a - 10:00a","8:00a - 10:00a","8:00a - 1:00p","8:00a - 1:00p","8:00a - 10:00a","8:00a - 10:00a","8:00a - 10:00a",32,30,"Active",10039
